,User,Day,freq_day
931,user16172,2023-02-22,2
932,user16172,2023-02-26,2
933,user16172,2023-02-27,10
934,user16172,2023-02-28,1
935,user16172,2023-03-01,1
936,user16172,2023-03-06,5
937,user16173,2022-11-03,16
938,user16173,2023-01-12,8
939,user16173,2023-01-13,18
940,user16173,2023-01-15,10
941,user16173,2023-01-16,2
942,user16173,2023-01-17,15
943,user16173,2023-01-18,38
944,user16173,2023-01-19,4
945,user16173,2023-01-29,4
946,user16173,2023-01-30,6
947,user16173,2023-01-31,3
948,user16173,2023-02-01,3
949,user16173,2023-02-02,1
950,user16173,2023-02-14,12
951,user16173,2023-02-15,8
952,user16173,2023-02-16,10
953,user16173,2023-02-20,17
954,user16173,2023-02-22,5
955,user16173,2023-02-23,9
956,user16173,2023-02-26,1
957,user16173,2023-02-27,1
958,user16173,2023-02-28,1
959,user16173,2023-03-01,5
960,user16176,2023-01-13,25
961,user16176,2023-01-18,16
962,user16176,2023-01-31,1
963,user16176,2023-02-01,1
964,user16176,2023-02-02,2
965,user16176,2023-02-16,5
966,user16176,2023-02-23,13
967,user16176,2023-02-27,1
968,user16176,2023-03-01,1
969,user16176,2023-03-03,1
970,user16181,2023-01-12,4
971,user16181,2023-01-13,31
972,user16181,2023-01-17,3
973,user16181,2023-01-18,40
974,user16181,2023-01-30,5
975,user16181,2023-02-01,2
976,user16181,2023-02-02,3
977,user16181,2023-02-09,2
978,user16181,2023-02-14,7
979,user16181,2023-02-16,6
980,user16181,2023-02-22,7
981,user16181,2023-02-23,2
982,user16181,2023-02-26,1
983,user16181,2023-02-27,3
984,user16181,2023-03-01,2
985,user16181,2023-03-02,32
986,user16181,2023-03-03,6
987,user16184,2023-01-18,1
988,user16184,2023-01-30,1
989,user16184,2023-01-31,2
990,user16184,2023-02-01,8
991,user16184,2023-02-02,2
992,user16184,2023-02-09,2
993,user16184,2023-02-14,1
994,user16184,2023-02-16,9
995,user16184,2023-02-21,10
996,user16184,2023-02-22,16
997,user16184,2023-02-23,6
998,user16184,2023-02-26,2
999,user16184,2023-02-27,13
1000,user16184,2023-03-01,1
1001,user16184,2023-03-02,26
1002,user16184,2023-03-03,15
1003,user16184,2023-03-06,14
1004,user16184,2023-03-07,3
1005,user16188,2023-01-12,3
1006,user16188,2023-01-13,1
1007,user16188,2023-01-17,3
1008,user16188,2023-01-18,1
1009,user16188,2023-01-30,29
1010,user16188,2023-01-31,22
1011,user16188,2023-02-01,3
1012,user16188,2023-02-02,4
1013,user16188,2023-02-15,5
1014,user16188,2023-02-16,5
1015,user16188,2023-02-21,5
1016,user16188,2023-02-22,11
1017,user16188,2023-02-23,1
1018,user16188,2023-02-26,7
1019,user16188,2023-02-27,8
1020,user16188,2023-02-28,28
1021,user16188,2023-03-01,5
1022,user16188,2023-03-02,3
1023,user16190,2023-01-17,1
1024,user16190,2023-01-18,1
1025,user16190,2023-01-31,1
1026,user16190,2023-02-01,3
1027,user16190,2023-02-15,5
1028,user16190,2023-02-23,1
1029,user16190,2023-02-27,7
1030,user16190,2023-02-28,3
1031,user16190,2023-03-01,2
1032,user16190,2023-03-02,3
1033,user16190,2023-03-03,1
1034,user16194,2023-01-13,4
1035,user16194,2023-01-18,3
1036,user16194,2023-01-30,3
1037,user16194,2023-02-01,2
1038,user16194,2023-02-02,1
1039,user16194,2023-02-09,1
1040,user16194,2023-02-15,1
1041,user16194,2023-02-16,1
1042,user16194,2023-02-27,1
1043,user16194,2023-03-01,4
1044,user16194,2023-03-02,1
1045,user16194,2023-03-03,2
1046,user16195,2023-01-13,34
1047,user16195,2023-01-17,3
1048,user16195,2023-01-18,1
1049,user16195,2023-01-30,4
1050,user16195,2023-02-01,2
1051,user16195,2023-02-08,16
1052,user16195,2023-02-14,6
1053,user16195,2023-02-15,2
1054,user16195,2023-02-16,1
1055,user16195,2023-02-22,3
1056,user16195,2023-02-26,4
1057,user16195,2023-02-28,2
1058,user16195,2023-03-01,2
1059,user16195,2023-03-02,1
1060,user16201,2023-01-12,1
1061,user16201,2023-01-29,2
1062,user16201,2023-02-01,2
1063,user16201,2023-02-08,8
1064,user16201,2023-02-14,6
1065,user16201,2023-02-16,1
1066,user16201,2023-02-22,4
1067,user16201,2023-02-28,2
1068,user16203,2023-01-13,6
1069,user16203,2023-01-30,3
1070,user16203,2023-02-01,4
1071,user16203,2023-02-08,3
1072,user16203,2023-02-15,1
1073,user16203,2023-02-19,1
1074,user16203,2023-02-28,1
1075,user16203,2023-03-01,4
1076,user16203,2023-03-02,2
1077,user16204,2023-01-12,3
1078,user16204,2023-01-30,3
1079,user16204,2023-02-01,4
1080,user16204,2023-02-08,5
1081,user16204,2023-02-09,1
1082,user16204,2023-02-14,3
1083,user16204,2023-02-15,3
1084,user16204,2023-02-22,1
1085,user16208,2023-01-12,4
1086,user16208,2023-01-13,5
1087,user16208,2023-01-17,3
1088,user16208,2023-01-18,4
1089,user16208,2023-01-19,2
1090,user16208,2023-01-30,1
1091,user16208,2023-02-01,7
1092,user16208,2023-02-02,5
1093,user16208,2023-02-09,4
1094,user16208,2023-02-14,2
1095,user16208,2023-02-15,6
1096,user16208,2023-02-16,9
1097,user16208,2023-02-22,3
1098,user16208,2023-02-23,1
1099,user16208,2023-02-27,1
1100,user16208,2023-02-28,4
1101,user16208,2023-03-02,1
1102,user16208,2023-03-03,6
1103,user16209,2023-01-12,11
1104,user16209,2023-01-13,41
1105,user16209,2023-01-17,8
1106,user16209,2023-01-18,45
1107,user16209,2023-01-30,5
1108,user16209,2023-01-31,23
1109,user16209,2023-02-01,6
1110,user16209,2023-02-02,5
1111,user16209,2023-02-09,9
1112,user16209,2023-02-14,6
1113,user16209,2023-02-15,6
1114,user16209,2023-02-22,5
1115,user16209,2023-02-23,11
1116,user16209,2023-02-26,12
1117,user16209,2023-02-27,7
1118,user16209,2023-02-28,15
1119,user16209,2023-03-01,4
1120,user16209,2023-03-02,5
1121,user16209,2023-03-03,8
1122,user16212,2023-01-12,2
1123,user16212,2023-01-30,1
1124,user16212,2023-01-31,3
1125,user16212,2023-02-01,2
1126,user16212,2023-02-09,4
1127,user16212,2023-02-21,6
1128,user16212,2023-02-23,1
1129,user16212,2023-02-28,3
1130,user16212,2023-03-02,3
1131,user16215,2023-01-13,7
1132,user16215,2023-01-17,1
1133,user16215,2023-01-18,4
1134,user16215,2023-01-31,7
1135,user16215,2023-02-01,1
1136,user16215,2023-02-02,4
1137,user16215,2023-02-08,1
1138,user16215,2023-02-14,7
1139,user16215,2023-02-15,10
1140,user16215,2023-02-20,1
1141,user16215,2023-02-21,3
1142,user16215,2023-02-22,22
1143,user16215,2023-02-23,9
1144,user16215,2023-02-26,19
1145,user16215,2023-02-27,9
1146,user16215,2023-02-28,20
1147,user16215,2023-03-01,13
1148,user16215,2023-03-02,9
1149,user16215,2023-03-03,1
1150,user16215,2023-03-06,9
1151,user16215,2023-03-07,3
1152,user16216,2023-01-12,6
1153,user16216,2023-01-13,26
1154,user16216,2023-01-17,5
1155,user16216,2023-01-18,2
1156,user16216,2023-01-30,5
1157,user16216,2023-01-31,13
1158,user16216,2023-02-01,3
1159,user16216,2023-02-02,3
1160,user16216,2023-02-08,15
1161,user16216,2023-02-09,6
1162,user16216,2023-02-14,9
1163,user16216,2023-02-15,7
1164,user16216,2023-02-16,5
1165,user16216,2023-02-22,8
1166,user16216,2023-02-23,10
1167,user16216,2023-02-26,16
1168,user16216,2023-02-27,4
1169,user16216,2023-02-28,11
1170,user16216,2023-03-02,7
1171,user16216,2023-03-03,2
1172,user16218,2023-01-12,6
1173,user16218,2023-01-13,1
1174,user16218,2023-01-18,8
1175,user16218,2023-01-29,1
1176,user16218,2023-01-31,6
1177,user16218,2023-02-01,3
1178,user16218,2023-02-02,1
1179,user16218,2023-02-14,1
1180,user16218,2023-02-16,18
1181,user16218,2023-02-22,17
1182,user16218,2023-02-23,13
1183,user16218,2023-02-26,1
1184,user16218,2023-02-27,28
1185,user16218,2023-02-28,32
1186,user16218,2023-03-01,18
1187,user16218,2023-03-02,30
1188,user16218,2023-03-03,1
1189,user16219,2023-01-12,1
1190,user16219,2023-01-13,5
1191,user16219,2023-01-30,6
1192,user16219,2023-01-31,16
1193,user16219,2023-02-01,18
1194,user16219,2023-02-02,8
1195,user16219,2023-02-08,2
1196,user16219,2023-02-09,8
1197,user16219,2023-02-15,3
1198,user16219,2023-02-22,1
1199,user16220,2023-01-12,4
1200,user16220,2023-01-13,6
1201,user16220,2023-02-01,2
1202,user16220,2023-02-02,1
1203,user16220,2023-02-15,4
1204,user16220,2023-02-16,5
1205,user16220,2023-03-01,1
1206,user16220,2023-03-02,2
1207,user16222,2023-01-13,1
1208,user16222,2023-01-17,2
1209,user16222,2023-01-18,15
1210,user16222,2023-01-30,2
1211,user16222,2023-01-31,11
1212,user16222,2023-02-01,2
1213,user16222,2023-02-02,2
1214,user16222,2023-02-09,10
1215,user16222,2023-02-15,10
1216,user16222,2023-02-16,23
1217,user16222,2023-02-22,24
1218,user16222,2023-02-23,3
1219,user16222,2023-02-26,23
1220,user16222,2023-02-27,4
1221,user16222,2023-02-28,8
1222,user16222,2023-03-01,2
1223,user16222,2023-03-02,10
1224,user16222,2023-03-03,1
1225,user16226,2023-01-12,12
1226,user16226,2023-01-15,7
1227,user16226,2023-01-17,4
1228,user16226,2023-01-20,4
1229,user16226,2023-01-30,6
1230,user16226,2023-02-01,10
1231,user16226,2023-02-08,2
1232,user16226,2023-02-14,3
1233,user16226,2023-02-15,13
1234,user16226,2023-02-20,4
1235,user16226,2023-02-26,1
1236,user16226,2023-02-28,18
1237,user16233,2022-11-02,5
1238,user16233,2023-01-12,1
1239,user16233,2023-01-17,4
1240,user16233,2023-02-01,1
1241,user16233,2023-02-08,3
1242,user16233,2023-02-14,3
1243,user16233,2023-02-19,7
1244,user16233,2023-03-02,1
1245,user16238,2023-01-12,8
1246,user16238,2023-01-13,47
1247,user16238,2023-01-17,6
1248,user16238,2023-01-18,10
1249,user16238,2023-02-01,10
1250,user16239,2023-01-30,1
1251,user16239,2023-02-01,1
1252,user16239,2023-02-08,6
1253,user16239,2023-02-14,11
1254,user16239,2023-02-15,26
1255,user16239,2023-02-22,6
1256,user16239,2023-02-26,5
1257,user16239,2023-02-27,9
1258,user16239,2023-02-28,11
1259,user16239,2023-03-02,3
1260,user16244,2023-01-13,2
1261,user16244,2023-01-18,1
1262,user16244,2023-02-01,9
1263,user16244,2023-02-08,4
1264,user16244,2023-02-09,8
1265,user16244,2023-02-15,21
1266,user16244,2023-02-16,3
1267,user16244,2023-02-21,14
1268,user16244,2023-02-22,10
1269,user16244,2023-02-23,2
1270,user16244,2023-02-26,2
1271,user16244,2023-02-27,6
1272,user16244,2023-02-28,2
1273,user16244,2023-03-01,4
1274,user16244,2023-03-02,5
1275,user16244,2023-03-03,2
1276,user16248,2023-01-13,31
1277,user16248,2023-01-17,1
1278,user16248,2023-01-18,4
1279,user16248,2023-01-30,3
1280,user16248,2023-01-31,10
1281,user16248,2023-02-01,14
1282,user16248,2023-02-02,13
1283,user16248,2023-02-08,35
1284,user16248,2023-02-09,18
1285,user16248,2023-02-15,32
1286,user16248,2023-02-16,59
1287,user16248,2023-02-22,31
1288,user16248,2023-02-23,24
1289,user16248,2023-02-26,4
1290,user16248,2023-02-27,13
1291,user16248,2023-02-28,4
1292,user16248,2023-03-01,10
1293,user16248,2023-03-02,2
1294,user16248,2023-03-03,2
1295,user16249,2023-01-12,24
1296,user16249,2023-01-13,10
1297,user16249,2023-01-17,24
1298,user16249,2023-01-18,6
1299,user16249,2023-01-30,1
1300,user16249,2023-01-31,2
1301,user16249,2023-02-01,7
1302,user16249,2023-02-08,2
1303,user16249,2023-02-14,7
1304,user16249,2023-02-15,5
1305,user16249,2023-02-16,8
1306,user16249,2023-02-22,1
1307,user16249,2023-02-26,3
1308,user16249,2023-02-28,7
1309,user16249,2023-03-01,4
1310,user16249,2023-03-02,8
1311,user16250,2022-11-03,1
1312,user16250,2023-01-12,2
1313,user16250,2023-01-13,16
1314,user16250,2023-01-18,1
1315,user16250,2023-01-29,2
1316,user16250,2023-01-30,14
1317,user16250,2023-01-31,9
1318,user16250,2023-02-01,3
1319,user16250,2023-02-02,2
1320,user16250,2023-02-15,2
1321,user16250,2023-02-16,3
1322,user16250,2023-02-22,2
1323,user16250,2023-02-26,2
1324,user16250,2023-02-27,2
1325,user16250,2023-02-28,2
1326,user16250,2023-03-02,2
1327,user16250,2023-03-03,2
1328,user16255,2023-01-30,1
1329,user16255,2023-02-01,2
1330,user16255,2023-02-08,4
1331,user16255,2023-02-09,2
1332,user16255,2023-02-14,16
1333,user16255,2023-02-22,1
1334,user16255,2023-02-27,1
1335,user16255,2023-02-28,2
1336,user16264,2023-01-12,1
1337,user16264,2023-01-13,17
1338,user16264,2023-01-15,7
1339,user16264,2023-01-16,12
1340,user16264,2023-01-19,29
1341,user16264,2023-01-30,14
1342,user16264,2023-02-01,14
1343,user16264,2023-02-08,11
1344,user16264,2023-02-14,1
1345,user16264,2023-02-15,4
1346,user16264,2023-02-16,19
1347,user16264,2023-02-20,6
1348,user16264,2023-02-22,14
1349,user16264,2023-02-27,9
1350,user16264,2023-02-28,1
1351,user16264,2023-03-01,1
1352,user16264,2023-03-02,2
1353,user16264,2023-03-03,1
1354,user16266,2023-01-19,14
1355,user16266,2023-01-30,6
1356,user16266,2023-02-01,4
1357,user16266,2023-02-19,19
1358,user16266,2023-02-20,5
1359,user16266,2023-02-26,40
1360,user16266,2023-02-27,4
1361,user16266,2023-02-28,10
1362,user16266,2023-03-01,7
1363,user16266,2023-03-02,5
1364,user16267,2023-01-12,1
1365,user16267,2023-01-18,6
1366,user16267,2023-02-01,34
1367,user16267,2023-02-02,13
1368,user16267,2023-02-14,13
1369,user16267,2023-02-15,3
1370,user16267,2023-02-16,3
1371,user16267,2023-02-21,1
1372,user16267,2023-02-22,37
1373,user16267,2023-02-23,6
1374,user16267,2023-03-01,5
1375,user16268,2023-01-12,8
1376,user16268,2023-01-13,27
1377,user16268,2023-01-15,1
1378,user16268,2023-01-18,6
1379,user16268,2023-01-30,1
1380,user16268,2023-01-31,8
1381,user16268,2023-02-01,5
1382,user16268,2023-02-02,12
1383,user16268,2023-02-08,9
1384,user16268,2023-02-09,3
1385,user16268,2023-02-14,4
1386,user16268,2023-02-15,3
1387,user16268,2023-02-16,9
1388,user16268,2023-02-22,1
1389,user16268,2023-02-23,6
1390,user16268,2023-02-26,25
1391,user16268,2023-02-27,6
1392,user16268,2023-02-28,6
1393,user16268,2023-03-01,17
1394,user16268,2023-03-02,4
1395,user16268,2023-03-03,1
1396,user16268,2023-03-07,1
1397,user16270,2023-01-19,7
1398,user16270,2023-01-30,13
1399,user16270,2023-01-31,12
1400,user16270,2023-02-01,2
1401,user16270,2023-02-08,13
1402,user16270,2023-02-26,21
1403,user16270,2023-02-27,1
1404,user16270,2023-02-28,1
1405,user16270,2023-03-01,10
1406,user16272,2023-01-30,1
1407,user16272,2023-01-31,3
1408,user16272,2023-02-01,14
1409,user16272,2023-02-02,9
1410,user16272,2023-02-08,16
1411,user16272,2023-02-09,11
1412,user16272,2023-02-14,2
1413,user16272,2023-02-15,13
1414,user16272,2023-02-16,25
1415,user16272,2023-02-21,11
1416,user16272,2023-02-22,5
1417,user16272,2023-02-23,9
1418,user16272,2023-02-26,8
1419,user16272,2023-02-27,4
1420,user16272,2023-02-28,9
1421,user16272,2023-03-01,3
1422,user16272,2023-03-02,3
1423,user16272,2023-03-06,1
1424,user16272,2023-03-07,2
1425,user16282,2023-02-01,23
1426,user16282,2023-02-02,11
1427,user16282,2023-02-08,15
1428,user16282,2023-02-14,17
1429,user16282,2023-02-16,21
1430,user16282,2023-02-22,37
1431,user16282,2023-02-23,2
1432,user16282,2023-03-01,13
1433,user16282,2023-03-02,10
1434,user16283,2023-01-12,13
1435,user16283,2023-01-13,2
1436,user16283,2023-01-17,6
1437,user16283,2023-01-18,5
1438,user16283,2023-01-30,20
1439,user16283,2023-02-01,17
1440,user16283,2023-02-08,19
1441,user16283,2023-02-09,2
1442,user16283,2023-02-14,3
1443,user16283,2023-02-16,5
1444,user16283,2023-02-22,5
1445,user16283,2023-02-23,2
1446,user16283,2023-02-27,3
1447,user16283,2023-02-28,8
1448,user16283,2023-03-01,21
1449,user16283,2023-03-02,6
1450,user16287,2023-01-12,6
1451,user16287,2023-01-13,1
1452,user16287,2023-01-15,14
1453,user16287,2023-01-16,5
1454,user16287,2023-01-17,3
1455,user16287,2023-01-18,11
1456,user16287,2023-01-29,8
1457,user16287,2023-01-30,20
1458,user16287,2023-01-31,23
1459,user16287,2023-02-01,7
1460,user16287,2023-02-14,5
1461,user16287,2023-02-16,20
1462,user16287,2023-02-19,2
1463,user16287,2023-02-23,1
1464,user16287,2023-02-27,1
1465,user16287,2023-02-28,1
1466,user16287,2023-03-01,2
1467,user16287,2023-03-02,5
1468,user16287,2023-03-03,1
1469,user16290,2023-01-17,4
1470,user16290,2023-01-18,19
1471,user16290,2023-02-01,16
1472,user16290,2023-02-02,11
1473,user16290,2023-02-26,29
1474,user16290,2023-02-27,4
1475,user16293,2023-01-29,5
1476,user16293,2023-01-30,2
1477,user16293,2023-01-31,2
1478,user16293,2023-02-01,4
1479,user16293,2023-02-02,4
1480,user16293,2023-02-14,2
1481,user16293,2023-02-15,1
1482,user16293,2023-02-16,3
1483,user16293,2023-02-22,1
1484,user16293,2023-02-23,2
1485,user16293,2023-02-28,2
1486,user16293,2023-03-02,1
1487,user16305,2023-01-12,2
1488,user16305,2023-01-13,1
1489,user16305,2023-01-16,19
1490,user16305,2023-01-17,18
1491,user16305,2023-01-29,8
1492,user16305,2023-01-30,1
1493,user16305,2023-02-01,3
1494,user16305,2023-02-08,9
1495,user16305,2023-02-22,3
1496,user16305,2023-03-02,1
1497,user16314,2023-01-12,1
1498,user16314,2023-01-13,19
1499,user16314,2023-01-15,211
1500,user16314,2023-01-17,4
1501,user16314,2023-01-18,29
1502,user16314,2023-01-19,35
1503,user16314,2023-01-29,74
1504,user16314,2023-01-30,12
1505,user16314,2023-01-31,1
1506,user16314,2023-02-01,9
1507,user16314,2023-02-08,10
1508,user16314,2023-02-09,11
1509,user16314,2023-02-14,7
1510,user16314,2023-02-15,15
1511,user16314,2023-02-16,27
1512,user16314,2023-02-19,53
1513,user16314,2023-02-22,30
1514,user16314,2023-02-23,7
1515,user16314,2023-02-26,3
1516,user16314,2023-02-27,5
1517,user16314,2023-02-28,1
1518,user16314,2023-03-01,36
1519,user16314,2023-03-02,2
1520,user16318,2023-01-12,2
1521,user16318,2023-01-18,1
1522,user16318,2023-01-31,1
1523,user16318,2023-02-01,1
1524,user16318,2023-02-02,1
1525,user16318,2023-02-16,4
1526,user16318,2023-02-19,2
1527,user16318,2023-02-23,1
1528,user16318,2023-02-26,7
1529,user16318,2023-02-27,1
1530,user16318,2023-02-28,1
1531,user16318,2023-03-01,3
1532,user16318,2023-03-02,1
1533,user16318,2023-03-03,1
1534,user16325,2023-01-31,12
1535,user16325,2023-02-01,4
1536,user16325,2023-02-02,2
1537,user16325,2023-02-08,3
1538,user16325,2023-02-15,3
1539,user16325,2023-02-16,5
1540,user16326,2023-01-12,4
1541,user16326,2023-01-13,52
1542,user16326,2023-01-17,13
1543,user16326,2023-01-18,83
1544,user16326,2023-01-30,16
1545,user16326,2023-01-31,15
1546,user16326,2023-02-01,11
1547,user16326,2023-02-08,27
1548,user16326,2023-02-09,70
1549,user16326,2023-02-14,8
1550,user16326,2023-02-15,11
1551,user16326,2023-02-16,18
1552,user16326,2023-02-23,16
1553,user16326,2023-02-26,5
1554,user16326,2023-02-27,5
1555,user16326,2023-02-28,34
1556,user16326,2023-03-01,32
1557,user16326,2023-03-02,46
1558,user16326,2023-03-03,7
1559,user16327,2023-01-12,6
1560,user16327,2023-01-13,5
1561,user16327,2023-01-18,15
1562,user16327,2023-01-30,3
1563,user16327,2023-01-31,6
1564,user16327,2023-02-01,1
1565,user16327,2023-02-08,4
1566,user16327,2023-02-09,1
1567,user16327,2023-02-15,20
1568,user16327,2023-02-16,5
1569,user16327,2023-02-22,24
1570,user16327,2023-02-23,5
1571,user16327,2023-02-26,2
1572,user16327,2023-02-27,6
1573,user16327,2023-02-28,18
1574,user16327,2023-03-01,7
1575,user16327,2023-03-02,11
1576,user16327,2023-03-03,8
1577,user16329,2023-01-13,1
1578,user16329,2023-01-15,1
1579,user16329,2023-01-17,1
1580,user16329,2023-01-18,1
1581,user16329,2023-01-30,3
1582,user16329,2023-02-01,1
1583,user16329,2023-02-02,1
1584,user16329,2023-02-08,2
1585,user16329,2023-02-09,1
1586,user16329,2023-02-14,2
1587,user16329,2023-02-15,1
1588,user16329,2023-02-16,3
1589,user16329,2023-02-22,1
1590,user16329,2023-02-23,1
1591,user16329,2023-02-28,3
1592,user16329,2023-03-01,3
1593,user16329,2023-03-02,2
1594,user16332,2023-01-12,1
1595,user16332,2023-01-13,1
1596,user16332,2023-01-17,4
1597,user16332,2023-01-30,1
1598,user16332,2023-02-01,4
1599,user16332,2023-02-02,2
1600,user16332,2023-02-08,3
1601,user16332,2023-02-14,3
1602,user16332,2023-02-16,3
1603,user16332,2023-02-28,2
1604,user16332,2023-03-01,4
1605,user16332,2023-03-02,1
1606,user16335,2023-01-12,5
1607,user16335,2023-01-13,9
1608,user16335,2023-01-31,2
1609,user16335,2023-02-01,23
1610,user16335,2023-02-02,14
1611,user16335,2023-02-14,42
1612,user16335,2023-02-15,12
1613,user16335,2023-02-16,13
1614,user16335,2023-02-21,15
1615,user16335,2023-02-22,26
1616,user16335,2023-02-23,3
1617,user16335,2023-02-26,3
1618,user16335,2023-02-27,10
1619,user16335,2023-02-28,29
1620,user16335,2023-03-01,6
1621,user16335,2023-03-02,54
1622,user16335,2023-03-06,3
1623,user16335,2023-03-07,1
1624,user16336,2023-01-12,3
1625,user16336,2023-01-13,35
1626,user16336,2023-01-17,5
1627,user16336,2023-01-18,7
1628,user16336,2023-01-31,2
1629,user16336,2023-02-01,3
1630,user16336,2023-02-08,3
1631,user16336,2023-02-09,1
1632,user16336,2023-02-15,1
1633,user16336,2023-02-16,2
1634,user16336,2023-02-23,6
1635,user16336,2023-02-27,1
1636,user16336,2023-02-28,2
1637,user16336,2023-03-01,3
1638,user16345,2023-01-12,1
1639,user16345,2023-01-13,1
1640,user16345,2023-01-18,12
1641,user16345,2023-01-31,7
1642,user16345,2023-02-01,3
1643,user16345,2023-02-09,5
1644,user16345,2023-02-15,15
1645,user16345,2023-02-16,13
1646,user16345,2023-02-22,4
1647,user16345,2023-02-23,4
1648,user16345,2023-02-26,2
1649,user16350,2022-11-02,5
1650,user16350,2023-01-30,10
1651,user16350,2023-01-31,9
1652,user16350,2023-02-01,10
1653,user16350,2023-02-02,7
1654,user16350,2023-02-08,2
1655,user16350,2023-02-09,4
1656,user16350,2023-02-14,6
1657,user16350,2023-02-15,8
1658,user16350,2023-02-16,1
1659,user16350,2023-02-22,9
1660,user16350,2023-03-01,9
1661,user16350,2023-03-02,1
1662,user16354,2022-11-02,1
1663,user16354,2023-01-12,8
1664,user16354,2023-02-01,11
1665,user16354,2023-02-08,11
1666,user16354,2023-02-14,4
1667,user16354,2023-02-15,5
1668,user16354,2023-02-26,10
1669,user16354,2023-02-28,5
1670,user16354,2023-03-01,16
1671,user16354,2023-03-02,6
1672,user16368,2023-01-17,3
1673,user16368,2023-02-01,6
1674,user16368,2023-02-08,2
1675,user16368,2023-02-15,9
1676,user16368,2023-02-26,1
1677,user16368,2023-02-28,3
1678,user16368,2023-03-01,4
1679,user16374,2023-01-12,8
1680,user16374,2023-01-13,7
1681,user16374,2023-01-17,3
1682,user16374,2023-01-18,7
1683,user16374,2023-01-30,3
1684,user16374,2023-01-31,1
1685,user16374,2023-02-01,17
1686,user16374,2023-02-02,11
1687,user16374,2023-02-08,9
1688,user16374,2023-02-09,4
1689,user16374,2023-02-15,2
1690,user16374,2023-02-16,2
1691,user16374,2023-02-21,11
1692,user16374,2023-02-22,16
1693,user16374,2023-02-26,6
1694,user16374,2023-02-27,2
1695,user16374,2023-02-28,6
1696,user16374,2023-03-01,2
1697,user16374,2023-03-06,3
1698,user16374,2023-03-07,19
1699,user16390,2023-01-15,1
1700,user16390,2023-01-17,1
1701,user16390,2023-01-31,1
1702,user16390,2023-02-01,2
1703,user16390,2023-02-08,1
1704,user16390,2023-02-09,1
1705,user16390,2023-02-14,6
1706,user16390,2023-02-15,3
1707,user16390,2023-02-16,1
1708,user16390,2023-02-23,3
1709,user16390,2023-02-28,1
1710,user16390,2023-03-01,1
1711,user16390,2023-03-03,1
1712,user16391,2023-01-12,6
1713,user16391,2023-01-13,33
1714,user16391,2023-01-17,11
1715,user16391,2023-01-18,23
1716,user16391,2023-01-30,13
1717,user16391,2023-02-01,1
1718,user16391,2023-02-14,1
1719,user16391,2023-02-15,9
1720,user16391,2023-02-21,1
1721,user16391,2023-02-22,1
1722,user16391,2023-02-26,7
1723,user16391,2023-02-28,2
1724,user16391,2023-03-01,5
1725,user16391,2023-03-02,3
1726,user16393,2023-01-12,2
1727,user16393,2023-01-13,27
1728,user16393,2023-01-15,1
1729,user16393,2023-01-17,1
1730,user16393,2023-01-18,5
1731,user16393,2023-01-30,6
1732,user16393,2023-01-31,5
1733,user16393,2023-02-01,5
1734,user16393,2023-02-02,30
1735,user16393,2023-02-08,1
1736,user16393,2023-02-09,9
1737,user16393,2023-02-16,1
1738,user16393,2023-02-28,1
1739,user16393,2023-03-01,1
1740,user16393,2023-03-02,1
1741,user16393,2023-03-03,3
1742,user16412,2023-01-30,1
1743,user16412,2023-01-31,1
1744,user16412,2023-02-01,1
1745,user16412,2023-02-14,1
1746,user16412,2023-02-15,4
1747,user16412,2023-02-22,4
1748,user16412,2023-02-23,3
1749,user16412,2023-02-26,7
1750,user16412,2023-02-28,2
1751,user16412,2023-03-02,2
1752,user16415,2022-11-02,20
1753,user16415,2023-01-31,1
1754,user16415,2023-02-01,2
1755,user16415,2023-02-16,1
1756,user16415,2023-02-22,1
1757,user16415,2023-02-27,1
1758,user16416,2023-01-31,19
1759,user16416,2023-02-01,4
1760,user16416,2023-02-08,42
1761,user16416,2023-02-09,12
1762,user16416,2023-02-14,8
1763,user16416,2023-02-15,32
1764,user16416,2023-02-16,41
1765,user16416,2023-02-23,34
1766,user16416,2023-02-26,19
1767,user16416,2023-02-27,10
1768,user16416,2023-02-28,30
1769,user16416,2023-03-01,31
1770,user16416,2023-03-02,21
1771,user16416,2023-03-03,11
1772,user16419,2023-01-18,22
1773,user16419,2023-01-30,3
1774,user16419,2023-02-01,7
1775,user16419,2023-02-02,5
1776,user16419,2023-02-08,1
1777,user16419,2023-02-15,5
1778,user16419,2023-02-16,7
1779,user16419,2023-02-20,4
1780,user16419,2023-02-22,1
1781,user16419,2023-02-27,1
1782,user16419,2023-02-28,3
1783,user16419,2023-03-02,3
1784,user16419,2023-03-06,6
1785,user16421,2023-02-01,3
1786,user16421,2023-02-14,3
1787,user16421,2023-02-15,6
1788,user16421,2023-02-16,3
1789,user16421,2023-02-22,7
1790,user16421,2023-02-23,4
1791,user16421,2023-02-28,1
1792,user16421,2023-03-02,1
1793,user16421,2023-03-03,1
1794,user16424,2023-01-12,13
1795,user16424,2023-01-13,5
1796,user16424,2023-01-15,55
1797,user16424,2023-01-17,7
1798,user16424,2023-01-18,2
1799,user16424,2023-01-19,28
1800,user16424,2023-01-20,8
1801,user16424,2023-01-29,2
1802,user16424,2023-01-30,67
1803,user16424,2023-01-31,23
1804,user16424,2023-02-01,2
1805,user16424,2023-02-02,12
1806,user16424,2023-02-08,14
1807,user16424,2023-02-09,14
1808,user16424,2023-02-14,12
